Favoriete onderdeel,Naam,AtleetID,Leeftijd,Land,Geslacht,MaxID,Specialiteit,Humeur,Ervaring,Vorm,Lengte,Gewicht,Zorg,Kracht,Uithouding,Snelheid,Lenigheid,Springen,Werpen,SP1,SP2,Discipline,Resultaat,Punten Resultaat,Week
Onbekend,Sóbis Raimunda,5640993,17,Brasil,Vrouw,880,Werpers,15,1,15,169,65,13,4,3,2,3,0,8,3,9,Kogelstoten,5.44 m,0,7
Onbekend,Sóbis Raimunda,5640993,17,Brasil,Vrouw,880,Werpers,15,1,15,169,65,13,4,3,2,3,0,8,3,9,Discuswerpen,22.14 m,0,7
Onbekend,Sóbis Raimunda,5640993,17,Brasil,Vrouw,880,Werpers,15,1,15,169,65,13,4,3,2,3,0,8,3,9,Kogelslingeren,18.97 m,0,7
Onbekend,Sóbis Raimunda,5640993,17,Brasil,Vrouw,880,Werpers,15,1,15,169,65,13,4,3,2,3,0,8,3,9,Speerwerpen,19.50 m,0,7
Onbekend,Sobotková Silvie,5608754,17,Česká republika,Vrouw,1160,Werpers,20,1,19,170,68,14,5,3,2,3,3,10,5,5,Kogelstoten,7.24 m,1,7
Onbekend,Sobotková Silvie,5608754,17,Česká republika,Vrouw,1160,Werpers,20,1,19,170,68,14,5,3,2,3,3,10,5,5,Discuswerpen,28.81 m,100,7
Onbekend,Sobotková Silvie,5608754,17,Česká republika,Vrouw,1160,Werpers,20,1,19,170,68,14,5,3,2,3,3,10,5,5,Kogelslingeren,24.95 m,59,7
Onbekend,Sobotková Silvie,5608754,17,Česká republika,Vrouw,1160,Werpers,20,1,19,170,68,14,5,3,2,3,3,10,5,5,Speerwerpen,23.87 m,114,7
Onbekend,Sola Tiago,5657343,15,Portugal,Man,530,Sprinters,15,1,14,181,82,15,3,2,7,2,3,2,6,5,100 meter,14.08 s,569,8
Onbekend,Sola Tiago,5657343,15,Portugal,Man,530,Sprinters,15,1,14,181,82,15,3,2,7,2,3,2,6,5,200 meter,27.85 s,637,8
Onbekend,Sola Tiago,5657343,15,Portugal,Man,530,Sprinters,15,1,14,181,82,15,3,2,7,2,3,2,6,5,400 meter,1:01.80,685,8
Onbekend,Sola Tiago,5657343,15,Portugal,Man,530,Sprinters,15,1,14,181,82,15,3,2,7,2,3,2,6,5,110 meter horden,21.10 s,636,8
Onbekend,Sola Tiago,5657343,15,Portugal,Man,530,Sprinters,15,1,14,181,82,15,3,2,7,2,3,2,6,5,400 meter horden,1:12.27,689,8
Onbekend,Solorzano Jimena,5657045,15,España,Vrouw,700,Sprinters,19,1,15,159,55,14,1,2,9,3,1,3,6,7,100 meter,15.21 s,585,8
Onbekend,Solorzano Jimena,5657045,15,España,Vrouw,700,Sprinters,19,1,15,159,55,14,1,2,9,3,1,3,6,7,200 meter,30.43 s,539,8
Onbekend,Solorzano Jimena,5657045,15,España,Vrouw,700,Sprinters,19,1,15,159,55,14,1,2,9,3,1,3,6,7,400 meter,1:09.17,604,8
Onbekend,Solorzano Jimena,5657045,15,España,Vrouw,700,Sprinters,19,1,15,159,55,14,1,2,9,3,1,3,6,7,100 meter horden,21.57 s,612,8
Onbekend,Solorzano Jimena,5657045,15,España,Vrouw,700,Sprinters,19,1,15,159,55,14,1,2,9,3,1,3,6,7,400 meter horden,1:19.46,663,8
Onbekend,Souza Graciana,5620016,24,Brasil,Vrouw,1710,Werpers,20,1,16,169,62,20,4,2,3,3,3,9,8,7,Kogelstoten,6.44 m,0,7
Onbekend,Souza Graciana,5620016,24,Brasil,Vrouw,1710,Werpers,20,1,16,169,62,20,4,2,3,3,3,9,8,7,Discuswerpen,25.72 m,28,7
Onbekend,Souza Graciana,5620016,24,Brasil,Vrouw,1710,Werpers,20,1,16,169,62,20,4,2,3,3,3,9,8,7,Kogelslingeren,22.39 m,0,7
Onbekend,Souza Graciana,5620016,24,Brasil,Vrouw,1710,Werpers,20,1,16,169,62,20,4,2,3,3,3,9,8,7,Speerwerpen,22.91 m,86,7
5.000 meter,Steichen Karsten,4655442,41,Deutschland,Man,18620,Langeafstandslopers,11,18,14,172,66,18,0,16,6,0,0,0,4,3,5.000 meter,16:08.48,785,7
5.000 meter,Steichen Karsten,4655442,41,Deutschland,Man,18620,Langeafstandslopers,11,18,14,172,66,18,0,16,6,0,0,0,4,3,10.000 meter,38:08.73,724,7
5.000 meter,Steichen Karsten,4655442,41,Deutschland,Man,18620,Langeafstandslopers,11,18,14,172,66,18,0,16,6,0,0,0,4,3,Marathon,2h:34:41.23,790,7
Onbekend,Steinheim Leonie,5571104,17,Deutschland,Vrouw,2520,Springers,19,1,16,169,72,6,1,7,2,2,12,3,5,8,Hoogspringen,0.82 m,130,7
Onbekend,Steinheim Leonie,5571104,17,Deutschland,Vrouw,2520,Springers,19,1,16,169,72,6,1,7,2,2,12,3,5,8,Polsstokhoogspringen,1.92 m,151,7
Onbekend,Steinheim Leonie,5571104,17,Deutschland,Vrouw,2520,Springers,19,1,16,169,72,6,1,7,2,2,12,3,5,8,Verspringen,2.91 m,197,7
Onbekend,Steinheim Leonie,5571104,17,Deutschland,Vrouw,2520,Springers,19,1,16,169,72,6,1,7,2,2,12,3,5,8,Hinkstapspringen,5.53 m,161,7
Onbekend,Suarez Elizabeth,5564915,16,Argentina,Vrouw,1200,Sprinters,20,3,16,185,87,12,10,2,4,2,4,0,7,6,100 meter,14.94 s,633,8
Onbekend,Suarez Elizabeth,5564915,16,Argentina,Vrouw,1200,Sprinters,20,3,16,185,87,12,10,2,4,2,4,0,7,6,200 meter,29.47 s,625,8
Onbekend,Suarez Elizabeth,5564915,16,Argentina,Vrouw,1200,Sprinters,20,3,16,185,87,12,10,2,4,2,4,0,7,6,400 meter,1:07.51,668,8
Onbekend,Suarez Elizabeth,5564915,16,Argentina,Vrouw,1200,Sprinters,20,3,16,185,87,12,10,2,4,2,4,0,7,6,100 meter horden,21.33 s,641,8
Onbekend,Suarez Elizabeth,5564915,16,Argentina,Vrouw,1200,Sprinters,20,3,16,185,87,12,10,2,4,2,4,0,7,6,400 meter horden,1:17.93,714,8
Onbekend,Świeniewicz Gabriela,5582097,16,Polska,Vrouw,850,Springers,20,1,12,163,69,8,2,0,3,3,9,2,6,8,Hoogspringen,0.67 m,0,7
Onbekend,Świeniewicz Gabriela,5582097,16,Polska,Vrouw,850,Springers,20,1,12,163,69,8,2,0,3,3,9,2,6,8,Polsstokhoogspringen,1.55 m,11,7
Onbekend,Świeniewicz Gabriela,5582097,16,Polska,Vrouw,850,Springers,20,1,12,163,69,8,2,0,3,3,9,2,6,8,Verspringen,2.45 m,74,7
Onbekend,Świeniewicz Gabriela,5582097,16,Polska,Vrouw,850,Springers,20,1,12,163,69,8,2,0,3,3,9,2,6,8,Hinkstapspringen,4.53 m,28,7
Onbekend,Tatsios Kallistratos,5658208,16,Hellas,Man,930,Sprinters,17,1,15,173,76,16,2,3,9,2,1,1,7,5,100 meter,13.80 s,623,8
Onbekend,Tatsios Kallistratos,5658208,16,Hellas,Man,930,Sprinters,17,1,15,173,76,16,2,3,9,2,1,1,7,5,200 meter,27.63 s,658,8
Onbekend,Tatsios Kallistratos,5658208,16,Hellas,Man,930,Sprinters,17,1,15,173,76,16,2,3,9,2,1,1,7,5,400 meter,1:01.48,698,8
Onbekend,Tatsios Kallistratos,5658208,16,Hellas,Man,930,Sprinters,17,1,15,173,76,16,2,3,9,2,1,1,7,5,110 meter horden,20.84 s,668,8
Onbekend,Tatsios Kallistratos,5658208,16,Hellas,Man,930,Sprinters,17,1,15,173,76,16,2,3,9,2,1,1,7,5,400 meter horden,1:11.92,701,8
Onbekend,Teale Yasmin,5650833,15,Great Britain,Vrouw,730,Sprinters,19,1,15,156,56,17,3,1,8,1,2,1,6,4,100 meter,15.26 s,577,8
Onbekend,Teale Yasmin,5650833,15,Great Britain,Vrouw,730,Sprinters,19,1,15,156,56,17,3,1,8,1,2,1,6,4,200 meter,30.43 s,539,8
Onbekend,Teale Yasmin,5650833,15,Great Britain,Vrouw,730,Sprinters,19,1,15,156,56,17,3,1,8,1,2,1,6,4,400 meter,1:09.49,592,8
Onbekend,Teale Yasmin,5650833,15,Great Britain,Vrouw,730,Sprinters,19,1,15,156,56,17,3,1,8,1,2,1,6,4,100 meter horden,21.77 s,587,8
Onbekend,Teale Yasmin,5650833,15,Great Britain,Vrouw,730,Sprinters,19,1,15,156,56,17,3,1,8,1,2,1,6,4,400 meter horden,1:20.02,645,8
Onbekend,Techer Aïdan,5653481,15,France,Man,520,Middenafstandslopers,17,1,14,160,65,6,9,6,3,5,1,2,5,6,800 meter,2:28.95,602,7
Onbekend,Techer Aïdan,5653481,15,France,Man,520,Middenafstandslopers,17,1,14,160,65,6,9,6,3,5,1,2,5,6,1.500 meter,4:52.61,626,7
Onbekend,Techer Aïdan,5653481,15,France,Man,520,Middenafstandslopers,17,1,14,160,65,6,9,6,3,5,1,2,5,6,3.000 meter steeplechase,14:45.62,593,7
Onbekend,Tesaříková Iva,5657464,14,Česká republika,Vrouw,1030,Middenafstandslopers,11,1,14,157,54,19,5,6,3,1,6,1,6,7,800 meter,2:49.27,486,7
Onbekend,Tesaříková Iva,5657464,14,Česká republika,Vrouw,1030,Middenafstandslopers,11,1,14,157,54,19,5,6,3,1,6,1,6,7,1.500 meter,5:32.09,536,7
Onbekend,Tesaříková Iva,5657464,14,Česká republika,Vrouw,1030,Middenafstandslopers,11,1,14,157,54,19,5,6,3,1,6,1,6,7,3.000 meter steeplechase,17:41.59,590,7
Onbekend,Thebault Thomas,5613770,16,France,Man,480,Sprinters,18,1,14,167,74,14,2,2,8,6,2,3,5,6,100 meter,14.08 s,569,8
Onbekend,Thebault Thomas,5613770,16,France,Man,480,Sprinters,18,1,14,167,74,14,2,2,8,6,2,3,5,6,200 meter,27.79 s,643,8
Onbekend,Thebault Thomas,5613770,16,France,Man,480,Sprinters,18,1,14,167,74,14,2,2,8,6,2,3,5,6,400 meter,1:01.75,687,8
Onbekend,Thebault Thomas,5613770,16,France,Man,480,Sprinters,18,1,14,167,74,14,2,2,8,6,2,3,5,6,110 meter horden,20.66 s,691,8
Onbekend,Thebault Thomas,5613770,16,France,Man,480,Sprinters,18,1,14,167,74,14,2,2,8,6,2,3,5,6,400 meter horden,1:11.87,703,8
Onbekend,Thiberchin Killian,5621007,18,België,Man,410,Springers,17,1,13,178,73,13,5,1,8,2,5,1,4,3,Hoogspringen,0.55 m,0,7
Onbekend,Thiberchin Killian,5621007,18,België,Man,410,Springers,17,1,13,178,73,13,5,1,8,2,5,1,4,3,Polsstokhoogspringen,1.65 m,0,7
Onbekend,Thiberchin Killian,5621007,18,België,Man,410,Springers,17,1,13,178,73,13,5,1,8,2,5,1,4,3,Verspringen,2.91 m,51,7
Onbekend,Thiberchin Killian,5621007,18,België,Man,410,Springers,17,1,13,178,73,13,5,1,8,2,5,1,4,3,Hinkstapspringen,4.77 m,0,7
Onbekend,Thornton Brian,5640788,15,United States,Man,1080,Sprinters,13,1,16,176,79,8,10,1,4,3,1,0,7,4,100 meter,13.72 s,638,8
Onbekend,Thornton Brian,5640788,15,United States,Man,1080,Sprinters,13,1,16,176,79,8,10,1,4,3,1,0,7,4,200 meter,27.60 s,661,8
Onbekend,Thornton Brian,5640788,15,United States,Man,1080,Sprinters,13,1,16,176,79,8,10,1,4,3,1,0,7,4,400 meter,1:01.31,706,8
Onbekend,Thornton Brian,5640788,15,United States,Man,1080,Sprinters,13,1,16,176,79,8,10,1,4,3,1,0,7,4,110 meter horden,20.87 s,665,8
Onbekend,Thornton Brian,5640788,15,United States,Man,1080,Sprinters,13,1,16,176,79,8,10,1,4,3,1,0,7,4,400 meter horden,1:12.35,686,8
Onbekend,Thürmer Damian,5578238,16,Deutschland,Man,490,Sprinters,17,2,18,165,75,7,1,3,8,3,2,2,6,7,100 meter,13.85 s,613,8
Onbekend,Thürmer Damian,5578238,16,Deutschland,Man,490,Sprinters,17,2,18,165,75,7,1,3,8,3,2,2,6,7,200 meter,27.69 s,652,8
Onbekend,Thürmer Damian,5578238,16,Deutschland,Man,490,Sprinters,17,2,18,165,75,7,1,3,8,3,2,2,6,7,400 meter,1:01.47,699,8
Onbekend,Thürmer Damian,5578238,16,Deutschland,Man,490,Sprinters,17,2,18,165,75,7,1,3,8,3,2,2,6,7,110 meter horden,20.74 s,681,8
Onbekend,Thürmer Damian,5578238,16,Deutschland,Man,490,Sprinters,17,2,18,165,75,7,1,3,8,3,2,2,6,7,400 meter horden,1:11.21,727,8
Onbekend,Tielemans Manouk,5588532,17,Nederland,Vrouw,1880,Werpers,20,1,20,179,77,16,2,1,1,2,3,11,8,6,Kogelstoten,6.78 m,0,7
Onbekend,Tielemans Manouk,5588532,17,Nederland,Vrouw,1880,Werpers,20,1,20,179,77,16,2,1,1,2,3,11,8,6,Discuswerpen,26.86 m,55,7
Onbekend,Tielemans Manouk,5588532,17,Nederland,Vrouw,1880,Werpers,20,1,20,179,77,16,2,1,1,2,3,11,8,6,Kogelslingeren,24.20 m,40,7
Onbekend,Tielemans Manouk,5588532,17,Nederland,Vrouw,1880,Werpers,20,1,20,179,77,16,2,1,1,2,3,11,8,6,Speerwerpen,24.52 m,132,7
400 meter,Tittel Marián,4550603,45,Slovensko,Man,21680,Sprinters,11,20,17,174,91,15,3,0,11,0,0,0,2,2,100 meter,13.72 s,638,8
400 meter,Tittel Marián,4550603,45,Slovensko,Man,21680,Sprinters,11,20,17,174,91,15,3,0,11,0,0,0,2,2,200 meter,27.53 s,667,8
400 meter,Tittel Marián,4550603,45,Slovensko,Man,21680,Sprinters,11,20,17,174,91,15,3,0,11,0,0,0,2,2,400 meter,59.13 s,797,8
400 meter,Tittel Marián,4550603,45,Slovensko,Man,21680,Sprinters,11,20,17,174,91,15,3,0,11,0,0,0,2,2,110 meter horden,20.71 s,685,8
400 meter,Tittel Marián,4550603,45,Slovensko,Man,21680,Sprinters,11,20,17,174,91,15,3,0,11,0,0,0,2,2,400 meter horden,1:11.03,733,8
Onbekend,Tod Ruby,5643926,17,Great Britain,Vrouw,1080,Sprinters,18,1,14,154,53,6,3,2,8,9,2,6,5,8,100 meter,14.92 s,637,8
Onbekend,Tod Ruby,5643926,17,Great Britain,Vrouw,1080,Sprinters,18,1,14,154,53,6,3,2,8,9,2,6,5,8,200 meter,30.15 s,564,8
Onbekend,Tod Ruby,5643926,17,Great Britain,Vrouw,1080,Sprinters,18,1,14,154,53,6,3,2,8,9,2,6,5,8,400 meter,1:08.82,618,8
Onbekend,Tod Ruby,5643926,17,Great Britain,Vrouw,1080,Sprinters,18,1,14,154,53,6,3,2,8,9,2,6,5,8,100 meter horden,21.13 s,666,8
Onbekend,Tod Ruby,5643926,17,Great Britain,Vrouw,1080,Sprinters,18,1,14,154,53,6,3,2,8,9,2,6,5,8,400 meter horden,1:17.38,732,8
Onbekend,Toni Salvatore,5650630,15,Italia,Man,190,Sprinters,16,1,15,158,59,6,7,3,2,1,2,2,5,4,100 meter,14.55 s,479,8
Onbekend,Toni Salvatore,5650630,15,Italia,Man,190,Sprinters,16,1,15,158,59,6,7,3,2,1,2,2,5,4,200 meter,29.06 s,523,8
Onbekend,Toni Salvatore,5650630,15,Italia,Man,190,Sprinters,16,1,15,158,59,6,7,3,2,1,2,2,5,4,400 meter,1:04.78,561,8
Onbekend,Toni Salvatore,5650630,15,Italia,Man,190,Sprinters,16,1,15,158,59,6,7,3,2,1,2,2,5,4,110 meter horden,22.11 s,510,8
Onbekend,Toni Salvatore,5650630,15,Italia,Man,190,Sprinters,16,1,15,158,59,6,7,3,2,1,2,2,5,4,400 meter horden,1:14.90,595,8
Onbekend,Torres Eduardo,5657344,14,Portugal,Man,560,Sprinters,11,1,15,151,54,14,6,3,8,1,3,3,5,6,100 meter,14.17 s,552,8
Onbekend,Torres Eduardo,5657344,14,Portugal,Man,560,Sprinters,11,1,15,151,54,14,6,3,8,1,3,3,5,6,200 meter,28.37 s,588,8
Onbekend,Torres Eduardo,5657344,14,Portugal,Man,560,Sprinters,11,1,15,151,54,14,6,3,8,1,3,3,5,6,400 meter,1:02.10,673,8
Onbekend,Torres Eduardo,5657344,14,Portugal,Man,560,Sprinters,11,1,15,151,54,14,6,3,8,1,3,3,5,6,110 meter horden,21.36 s,603,8
Onbekend,Torres Eduardo,5657344,14,Portugal,Man,560,Sprinters,11,1,15,151,54,14,6,3,8,1,3,3,5,6,400 meter horden,1:13.24,654,8
200 meter,Traczyk Remigiusz,5143966,29,Polska,Man,7460,Sprinters,19,7,18,181,77,12,6,2,15,2,1,0,9,10,100 meter,12.49 s,874,8
200 meter,Traczyk Remigiusz,5143966,29,Polska,Man,7460,Sprinters,19,7,18,181,77,12,6,2,15,2,1,0,9,10,200 meter,24.87 s,919,8
200 meter,Traczyk Remigiusz,5143966,29,Polska,Man,7460,Sprinters,19,7,18,181,77,12,6,2,15,2,1,0,9,10,400 meter,56.55 s,905,8
200 meter,Traczyk Remigiusz,5143966,29,Polska,Man,7460,Sprinters,19,7,18,181,77,12,6,2,15,2,1,0,9,10,110 meter horden,19.28 s,863,8
200 meter,Traczyk Remigiusz,5143966,29,Polska,Man,7460,Sprinters,19,7,18,181,77,12,6,2,15,2,1,0,9,10,400 meter horden,1:06.46,896,8
Onbekend,Tsiapili Tzella,5657483,17,Hellas,Vrouw,1950,Sprinters,17,1,15,163,56,20,1,3,9,2,2,3,9,8,100 meter,14.93 s,635,8
Onbekend,Tsiapili Tzella,5657483,17,Hellas,Vrouw,1950,Sprinters,17,1,15,163,56,20,1,3,9,2,2,3,9,8,200 meter,29.95 s,582,8
Onbekend,Tsiapili Tzella,5657483,17,Hellas,Vrouw,1950,Sprinters,17,1,15,163,56,20,1,3,9,2,2,3,9,8,400 meter,1:08.75,620,8
Onbekend,Tsiapili Tzella,5657483,17,Hellas,Vrouw,1950,Sprinters,17,1,15,163,56,20,1,3,9,2,2,3,9,8,100 meter horden,21.17 s,661,8
Onbekend,Tsiapili Tzella,5657483,17,Hellas,Vrouw,1950,Sprinters,17,1,15,163,56,20,1,3,9,2,2,3,9,8,400 meter horden,1:18.44,697,8
Onbekend,Urbina Leonardo,5603793,17,España,Man,430,Werpers,16,1,15,185,85,9,4,2,2,3,1,6,5,8,Kogelstoten,6.54 m,0,7
Onbekend,Urbina Leonardo,5603793,17,España,Man,430,Werpers,16,1,15,185,85,9,4,2,2,3,1,6,5,8,Discuswerpen,23.77 m,0,7
Onbekend,Urbina Leonardo,5603793,17,España,Man,430,Werpers,16,1,15,185,85,9,4,2,2,3,1,6,5,8,Kogelslingeren,23.33 m,0,7
Onbekend,Urbina Leonardo,5603793,17,España,Man,430,Werpers,16,1,15,185,85,9,4,2,2,3,1,6,5,8,Speerwerpen,27.54 m,30,7
Onbekend,Uytdebroeck Pieter-Jan,5416758,22,België,Man,1290,Sprinters,20,1,11,191,99,10,10,1,9,2,3,3,8,6,100 meter,13.80 s,623,8
Onbekend,Uytdebroeck Pieter-Jan,5416758,22,België,Man,1290,Sprinters,20,1,11,191,99,10,10,1,9,2,3,3,8,6,200 meter,27.45 s,675,8
Onbekend,Uytdebroeck Pieter-Jan,5416758,22,België,Man,1290,Sprinters,20,1,11,191,99,10,10,1,9,2,3,3,8,6,400 meter,1:01.53,696,8
Onbekend,Uytdebroeck Pieter-Jan,5416758,22,België,Man,1290,Sprinters,20,1,11,191,99,10,10,1,9,2,3,3,8,6,110 meter horden,21.18 s,626,8
Onbekend,Uytdebroeck Pieter-Jan,5416758,22,België,Man,1290,Sprinters,20,1,11,191,99,10,10,1,9,2,3,3,8,6,400 meter horden,1:12.21,691,8
400 meter,Valentinetti Carla,5592641,20,Italia,Vrouw,1050,Sprinters,20,2,16,163,58,6,4,1,10,7,3,1,6,5,100 meter,14.72 s,672,8
400 meter,Valentinetti Carla,5592641,20,Italia,Vrouw,1050,Sprinters,20,2,16,163,58,6,4,1,10,7,3,1,6,5,200 meter,29.45 s,627,8
400 meter,Valentinetti Carla,5592641,20,Italia,Vrouw,1050,Sprinters,20,2,16,163,58,6,4,1,10,7,3,1,6,5,400 meter,1:06.25,717,8
400 meter,Valentinetti Carla,5592641,20,Italia,Vrouw,1050,Sprinters,20,2,16,163,58,6,4,1,10,7,3,1,6,5,100 meter horden,20.85 s,700,8
400 meter,Valentinetti Carla,5592641,20,Italia,Vrouw,1050,Sprinters,20,2,16,163,58,6,4,1,10,7,3,1,6,5,400 meter horden,1:15.87,781,8
Onbekend,Van den Balck Yoran,5649566,16,België,Man,920,Sprinters,15,1,15,172,72,8,1,3,10,3,3,3,8,5,100 meter,13.76 s,631,8
Onbekend,Van den Balck Yoran,5649566,16,België,Man,920,Sprinters,15,1,15,172,72,8,1,3,10,3,3,3,8,5,200 meter,27.25 s,694,8
Onbekend,Van den Balck Yoran,5649566,16,België,Man,920,Sprinters,15,1,15,172,72,8,1,3,10,3,3,3,8,5,400 meter,1:01.11,714,8
Onbekend,Van den Balck Yoran,5649566,16,België,Man,920,Sprinters,15,1,15,172,72,8,1,3,10,3,3,3,8,5,110 meter horden,20.61 s,697,8
Onbekend,Van den Balck Yoran,5649566,16,België,Man,920,Sprinters,15,1,15,172,72,8,1,3,10,3,3,3,8,5,400 meter horden,1:11.25,725,8
Onbekend,Vanhooren Esther,5612640,17,België,Vrouw,470,Langeafstandslopers,20,1,15,161,61,14,1,6,1,3,3,5,6,8,5.000 meter,21:11.59,492,7
Onbekend,Vanhooren Esther,5612640,17,België,Vrouw,470,Langeafstandslopers,20,1,15,161,61,14,1,6,1,3,3,5,6,8,10.000 meter,46:48.76,449,7
Onbekend,Vanhooren Esther,5612640,17,België,Vrouw,470,Langeafstandslopers,20,1,15,161,61,14,1,6,1,3,3,5,6,8,Marathon,3h:14:22.74,523,7
Onbekend,Vasseur Monique,5656437,14,France,Vrouw,760,Springers,11,1,15,169,61,14,1,3,1,9,3,2,6,7,Hoogspringen,0.57 m,0,7
Onbekend,Vasseur Monique,5656437,14,France,Vrouw,760,Springers,11,1,15,169,61,14,1,3,1,9,3,2,6,7,Polsstokhoogspringen,1.56 m,15,7
Onbekend,Vasseur Monique,5656437,14,France,Vrouw,760,Springers,11,1,15,169,61,14,1,3,1,9,3,2,6,7,Verspringen,2.10 m,0,7
Onbekend,Vasseur Monique,5656437,14,France,Vrouw,760,Springers,11,1,15,169,61,14,1,3,1,9,3,2,6,7,Hinkstapspringen,4.37 m,6,7
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1090,Snelwandelaars,20,2,15,180,84,10,2,4,1,10,2,2,6,6,10 km snelwandelen,1h:08:59.85,586,7
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1090,Snelwandelaars,20,2,15,180,84,10,2,4,1,10,2,2,6,6,20 km snelwandelen,2h:20:24.00,532,7
Onbekend,Verga Giuseppina,5556020,17,Italia,Vrouw,1090,Snelwandelaars,20,2,15,180,84,10,2,4,1,10,2,2,6,6,50 km snelwandelen,5h:45:14.12,496,7
Onbekend,Versweyveld Andreas,5422250,21,België,Man,1940,Sprinters,19,2,11,192,104,17,9,2,10,1,1,7,3,8,100 meter,13.97 s,590,8
Onbekend,Versweyveld Andreas,5422250,21,België,Man,1940,Sprinters,19,2,11,192,104,17,9,2,10,1,1,7,3,8,200 meter,28.09 s,614,8
Onbekend,Versweyveld Andreas,5422250,21,België,Man,1940,Sprinters,19,2,11,192,104,17,9,2,10,1,1,7,3,8,400 meter,1:01.92,680,8
Onbekend,Versweyveld Andreas,5422250,21,België,Man,1940,Sprinters,19,2,11,192,104,17,9,2,10,1,1,7,3,8,110 meter horden,21.31 s,610,8
Onbekend,Versweyveld Andreas,5422250,21,België,Man,1940,Sprinters,19,2,11,192,104,17,9,2,10,1,1,7,3,8,400 meter horden,1:12.71,673,8
Onbekend,Viaud Aurélien,5659330,15,France,Man,330,Sprinters,12,1,15,156,58,15,1,3,6,3,1,1,5,5,100 meter,14.56 s,477,8
Onbekend,Viaud Aurélien,5659330,15,France,Man,330,Sprinters,12,1,15,156,58,15,1,3,6,3,1,1,5,5,200 meter,28.82 s,545,8
Onbekend,Viaud Aurélien,5659330,15,France,Man,330,Sprinters,12,1,15,156,58,15,1,3,6,3,1,1,5,5,400 meter,1:04.19,585,8
Onbekend,Viaud Aurélien,5659330,15,France,Man,330,Sprinters,12,1,15,156,58,15,1,3,6,3,1,1,5,5,110 meter horden,21.69 s,562,8
Onbekend,Viaud Aurélien,5659330,15,France,Man,330,Sprinters,12,1,15,156,58,15,1,3,6,3,1,1,5,5,400 meter horden,1:13.91,630,8
400 meter,Vidal Leah,5551439,20,Portugal,Vrouw,1640,Sprinters,20,2,20,171,65,13,8,2,10,3,1,2,8,4,100 meter,14.28 s,750,8
400 meter,Vidal Leah,5551439,20,Portugal,Vrouw,1640,Sprinters,20,2,20,171,65,13,8,2,10,3,1,2,8,4,200 meter,28.41 s,720,8
400 meter,Vidal Leah,5551439,20,Portugal,Vrouw,1640,Sprinters,20,2,20,171,65,13,8,2,10,3,1,2,8,4,400 meter,1:03.03,841,8
400 meter,Vidal Leah,5551439,20,Portugal,Vrouw,1640,Sprinters,20,2,20,171,65,13,8,2,10,3,1,2,8,4,100 meter horden,20.42 s,753,8
400 meter,Vidal Leah,5551439,20,Portugal,Vrouw,1640,Sprinters,20,2,20,171,65,13,8,2,10,3,1,2,8,4,400 meter horden,1:14.80,816,8
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2370,Snelwandelaars,20,2,19,179,77,13,2,11,2,2,1,9,7,6,10 km snelwandelen,1h:05:18.91,729,7
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2370,Snelwandelaars,20,2,19,179,77,13,2,11,2,2,1,9,7,6,20 km snelwandelen,2h:13:19.62,670,7
Onbekend,Vignon Christine,5561676,18,France,Vrouw,2370,Snelwandelaars,20,2,19,179,77,13,2,11,2,2,1,9,7,6,50 km snelwandelen,5h:27:38.67,637,7
400 meter horden,Villanueva Octavio,5164453,29,Perú,Man,10920,Sprinters,20,8,14,186,78,17,3,0,16,10,2,1,7,10,100 meter,12.90 s,796,8
400 meter horden,Villanueva Octavio,5164453,29,Perú,Man,10920,Sprinters,20,8,14,186,78,17,3,0,16,10,2,1,7,10,200 meter,25.22 s,886,8
400 meter horden,Villanueva Octavio,5164453,29,Perú,Man,10920,Sprinters,20,8,14,186,78,17,3,0,16,10,2,1,7,10,400 meter,56.01 s,927,8
400 meter horden,Villanueva Octavio,5164453,29,Perú,Man,10920,Sprinters,20,8,14,186,78,17,3,0,16,10,2,1,7,10,110 meter horden,19.06 s,891,8
400 meter horden,Villanueva Octavio,5164453,29,Perú,Man,10920,Sprinters,20,8,14,186,78,17,3,0,16,10,2,1,7,10,400 meter horden,1:04.66,960,8
Onbekend,Villette Maëva,5638088,17,France,Vrouw,1030,Sprinters,15,1,14,160,58,10,1,3,8,1,1,1,9,8,100 meter,15.18 s,591,8
Onbekend,Villette Maëva,5638088,17,France,Vrouw,1030,Sprinters,15,1,14,160,58,10,1,3,8,1,1,1,9,8,200 meter,30.11 s,568,8
Onbekend,Villette Maëva,5638088,17,France,Vrouw,1030,Sprinters,15,1,14,160,58,10,1,3,8,1,1,1,9,8,400 meter,1:09.29,599,8
Onbekend,Villette Maëva,5638088,17,France,Vrouw,1030,Sprinters,15,1,14,160,58,10,1,3,8,1,1,1,9,8,100 meter horden,21.38 s,635,8
Onbekend,Villette Maëva,5638088,17,France,Vrouw,1030,Sprinters,15,1,14,160,58,10,1,3,8,1,1,1,9,8,400 meter horden,1:18.46,696,8
Onbekend,Vinson Fernando,5607237,15,United States,Man,1340,Snelwandelaars,19,1,14,165,71,19,0,9,2,6,4,2,4,5,10 km snelwandelen,1h:02:40.83,598,7
